ref_conv,gen_conv
{'scores': [0.03477128967642784]},{'scores': [0.077186219394207]}
{'scores': [2.2979011191637255e-05]},{'scores': [4.0062911921268096e-07]}
{'scores': [0.0006330448668450117]},{'scores': [9.142422641161829e-05]}
{'scores': [0.010133597068488598]},{'scores': [0.015252617187798023]}
{'scores': [0.022215653210878372]},{'scores': [0.03924054279923439]}
{'scores': [0.00016630197933409363]},{'scores': [0.0003697815409395844]}
{'scores': [0.0001569708256283775]},{'scores': [0.0001521155354566872]}
{'scores': [0.017407339066267014]},{'scores': [0.006728327367454767]}
{'scores': [0.00036849812022410333]},{'scores': [0.0005715024308301508]}
{'scores': [1.3453061001200695e-05]},{'scores': [0.0008846392738632858]}
{'scores': [0.009645187295973301]},{'scores': [0.004837226588279009]}
{'scores': [0.0007712069782428443]},{'scores': [0.0006505355704575777]}
{'scores': [1.63138556672493e-05]},{'scores': [1.4147391993901692e-05]}
{'scores': [0.00026467579300515354]},{'scores': [7.640869444003329e-05]}
{'scores': [0.00943490769714117]},{'scores': [0.026274997740983963]}
{'scores': [0.006042121909558773]},{'scores': [0.027828410267829895]}
{'scores': [0.05991270765662193]},{'scores': [0.3495253026485443]}
{'scores': [0.05694142356514931]},{'scores': [0.023322589695453644]}
{'scores': [0.21109388768672943]},{'scores': [0.06540943682193756]}
{'scores': [0.028969641774892807]},{'scores': [0.05090484768152237]}
{'scores': [0.010165857151150703]},{'scores': [0.000476641085697338]}
{'scores': [0.024890966713428497]},{'scores': [0.2321346551179886]}
{'scores': [2.2884712961968035e-05]},{'scores': [0.00014055274368729442]}
{'scores': [0.00017196084081660956]},{'scores': [0.003901262301951647]}
{'scores': [0.04394204169511795]},{'scores': [0.046938538551330566]}
{'scores': [0.00027743334067054093]},{'scores': [0.00025861719041131437]}
{'scores': [0.001341611030511558]},{'scores': [0.0009613833390176296]}
{'scores': [0.004704443737864494]},{'scores': [0.03627803549170494]}
{'scores': [9.323782433057204e-05]},{'scores': [0.001340889954008162]}
{'scores': [0.14315196871757507]},{'scores': [0.6739387512207031]}
{'scores': [0.004819630179554224]},{'scores': [0.0016812051180750132]}
{'scores': [0.0039405301213264465]},{'scores': [0.0024804305285215378]}
{'scores': [0.00022651188191957772]},{'scores': [0.00037292271736077964]}
{'scores': [0.0036113725509494543]},{'scores': [0.009219639003276825]}
{'scores': [0.23654666543006897]},{'scores': [0.010685699991881847]}
{'scores': [0.1385112702846527]},{'scores': [0.3927520215511322]}
{'scores': [0.0022928863763809204]},{'scores': [0.004317077342420816]}
{'scores': [0.0025899347383528948]},{'scores': [0.007734652142971754]}
{'scores': [0.008651560172438622]},{'scores': [0.004823917988687754]}
{'scores': [8.406407141592354e-05]},{'scores': [0.007457918021827936]}
{'scores': [0.03604727238416672]},{'scores': [0.13997729122638702]}
{'scores': [0.0038806444499641657]},{'scores': [0.0054694535210728645]}
{'scores': [1.8769103604654447e-08]},{'scores': [9.395206745921314e-08]}
{'scores': [0.01737823709845543]},{'scores': [0.011274883523583412]}
{'scores': [0.00519366841763258]},{'scores': [0.05883689224720001]}
{'scores': [0.2635710537433624]},{'scores': [0.023346126079559326]}
{'scores': [0.002258527325466275]},{'scores': [0.0021925943437963724]}
{'scores': [4.035418896819465e-05]},{'scores': [2.0971346259557322e-07]}
{'scores': [5.501527539308881e-06]},{'scores': [9.230616910826939e-07]}
{'scores': [0.0014868114376440644]},{'scores': [0.0037093316204845905]}
{'scores': [7.702555740252137e-05]},{'scores': [1.7371786498188158e-06]}
{'scores': [0.00671997107565403]},{'scores': [0.01016627810895443]}
{'scores': [0.03904317691922188]},{'scores': [0.3005332946777344]}
{'scores': [0.001335877226665616]},{'scores': [9.380536357639357e-05]}
{'scores': [0.03685137629508972]},{'scores': [0.05877986177802086]}
{'scores': [0.01185072585940361]},{'scores': [0.00017403512902092189]}
{'scores': [8.970712951850146e-05]},{'scores': [7.561009260825813e-05]}
{'scores': [0.009545688517391682]},{'scores': [0.006643352564424276]}
{'scores': [0.0013874339638277888]},{'scores': [0.0019726387690752745]}
{'scores': [0.020463192835450172]},{'scores': [0.07829447090625763]}
{'scores': [0.047489065676927567]},{'scores': [0.008165141567587852]}
{'scores': [1.0753587957879063e-06]},{'scores': [3.140225146580633e-08]}
{'scores': [0.07818049937486649]},{'scores': [0.17051294445991516]}
{'scores': [0.008086709305644035]},{'scores': [0.008537845686078072]}
{'scores': [1.2373134268273134e-05]},{'scores': [0.00015375111252069473]}
{'scores': [0.0003943571646232158]},{'scores': [0.0010201891418546438]}
{'scores': [0.007771287579089403]},{'scores': [0.008377949707210064]}
{'scores': [0.0029482070822268724]},{'scores': [4.431017077877186e-05]}
{'scores': [0.00012670477735809982]},{'scores': [7.859452307457104e-05]}
{'scores': [0.07157617807388306]},{'scores': [0.04174153879284859]}
{'scores': [0.0011038591619580984]},{'scores': [0.013605646789073944]}
{'scores': [0.0005448688170872629]},{'scores': [0.0002510514750611037]}
{'scores': [0.035563431680202484]},{'scores': [0.04934269189834595]}
{'scores': [0.018729524686932564]},{'scores': [0.07969747483730316]}
{'scores': [0.02592901885509491]},{'scores': [0.021093061193823814]}
{'scores': [0.003626230638474226]},{'scores': [0.039190180599689484]}
{'scores': [0.002471356652677059]},{'scores': [0.0010006417287513614]}
{'scores': [8.93325632205233e-05]},{'scores': [1.0173383998335339e-05]}
{'scores': [0.002600880805402994]},{'scores': [0.0015437713591381907]}
{'scores': [5.622864773613401e-05]},{'scores': [0.00012803138815797865]}
{'scores': [0.003856070339679718]},{'scores': [0.0020056921057403088]}
{'scores': [0.009877057746052742]},{'scores': [0.004340289626270533]}
{'scores': [0.05291007086634636]},{'scores': [0.1455186903476715]}
{'scores': [0.0006991982809267938]},{'scores': [0.0004732201050501317]}
{'scores': [0.09561317414045334]},{'scores': [0.09714754670858383]}
{'scores': [7.109675152605632e-06]},{'scores': [0.0015958384610712528]}
{'scores': [0.013841656967997551]},{'scores': [0.06990133970975876]}
{'scores': [0.0027805110439658165]},{'scores': [0.0013873231364414096]}
{'scores': [8.96671323857845e-08]},{'scores': [0.0007098966743797064]}
{'scores': [0.0005315907183103263]},{'scores': [3.0010854970896617e-05]}
{'scores': [0.0032001431100070477]},{'scores': [0.0017206781776621938]}
{'scores': [3.2212429346145655e-07]},{'scores': [8.31584578975253e-10]}
{'scores': [0.0008302139467559755]},{'scores': [0.00010047629621112719]}
{'scores': [0.0011045075953006744]},{'scores': [0.011704543605446815]}
{'scores': [0.0015472627710551023]},{'scores': [0.012838668189942837]}
{'scores': [0.010744879022240639]},{'scores': [0.021346546709537506]}
{'scores': [0.04150155931711197]},{'scores': [0.06645447015762329]}
{'scores': [0.01681595668196678]},{'scores': [0.2469688206911087]}
{'scores': [0.031244849786162376]},{'scores': [0.06153075024485588]}
{'scores': [0.0018953002290800214]},{'scores': [0.00045974706881679595]}
{'scores': [4.833974344364833e-06]},{'scores': [6.157838652143255e-05]}
{'scores': [0.003094073385000229]},{'scores': [0.0010866676457226276]}
{'scores': [0.006185880396515131]},{'scores': [0.03984677419066429]}
{'scores': [0.001374100218527019]},{'scores': [0.0003203294181730598]}
{'scores': [0.00031338180997408926]},{'scores': [1.2377879102132283e-05]}
{'scores': [5.642247060677619e-07]},{'scores': [2.1603193545161048e-07]}
{'scores': [8.724115652114506e-09]},{'scores': [2.219045036611078e-08]}
{'scores': [4.543028353509726e-06]},{'scores': [3.515649549257205e-09]}
{'scores': [0.0001893045409815386]},{'scores': [0.018952008336782455]}
{'scores': [0.0001652837236179039]},{'scores': [0.0003177340840920806]}
{'scores': [0.04418948292732239]},{'scores': [0.007628920953720808]}
{'scores': [0.0017420647200196981]},{'scores': [0.0014654197730123997]}
{'scores': [0.005531543865799904]},{'scores': [0.0015535916900262237]}
{'scores': [0.03378583490848541]},{'scores': [0.19808652997016907]}
{'scores': [0.0011042787227779627]},{'scores': [0.002710939384996891]}
{'scores': [0.0010592868784442544]},{'scores': [0.0018921825103461742]}
{'scores': [0.016726069152355194]},{'scores': [0.0037551785353571177]}
{'scores': [0.00594073161482811]},{'scores': [0.007744415197521448]}
{'scores': [2.457703430991387e-06]},{'scores': [3.879328505718149e-05]}
{'scores': [0.0002853592741303146]},{'scores': [0.00221295771189034]}
{'scores': [0.003165527479723096]},{'scores': [0.014147724024951458]}
{'scores': [0.0013229846954345703]},{'scores': [0.0005762189393863082]}
{'scores': [0.002082572551444173]},{'scores': [0.0036130747757852077]}
{'scores': [0.008081917650997639]},{'scores': [0.03561343997716904]}
{'scores': [0.01217170711606741]},{'scores': [0.02436840534210205]}
{'scores': [0.00026974189677275717]},{'scores': [0.0009359862888231874]}
{'scores': [0.0007030395208857954]},{'scores': [0.0016077414620667696]}
{'scores': [0.0014375494793057442]},{'scores': [0.015853848308324814]}
{'scores': [1.3835319805366453e-06]},{'scores': [1.005797730613267e-05]}
{'scores': [0.009386074729263783]},{'scores': [0.005443674977868795]}
{'scores': [7.161597022786736e-05]},{'scores': [8.76584977049788e-07]}
{'scores': [0.06617091596126556]},{'scores': [0.12384970486164093]}
{'scores': [1.450369836675236e-05]},{'scores': [8.776827598921955e-06]}
{'scores': [4.078156834452784e-08]},{'scores': [1.0083601509336404e-08]}
{'scores': [0.045820556581020355]},{'scores': [0.005563576240092516]}
{'scores': [0.0007470228592865169]},{'scores': [0.0002737435861490667]}
{'scores': [0.02854396589100361]},{'scores': [4.474717911762127e-07]}
{'scores': [0.06361138820648193]},{'scores': [0.03787798434495926]}
{'scores': [7.500391802750528e-05]},{'scores': [0.006138240918517113]}
{'scores': [0.1467251479625702]},{'scores': [0.07522415369749069]}
{'scores': [0.05814242735505104]},{'scores': [0.03315424174070358]}
{'scores': [0.012644805945456028]},{'scores': [0.00644309725612402]}
{'scores': [0.0003486918576527387]},{'scores': [0.0003560404002200812]}
{'scores': [3.781041959882714e-05]},{'scores': [1.389381941407919e-05]}
{'scores': [0.005057610105723143]},{'scores': [0.0007336802082136273]}
{'scores': [5.7007313444046304e-05]},{'scores': [2.319309533049818e-05]}
{'scores': [0.016033072024583817]},{'scores': [0.023680441081523895]}
{'scores': [2.0987547699746756e-08]},{'scores': [3.329986597577772e-08]}
{'scores': [0.005313021596521139]},{'scores': [0.0038387638051062822]}
{'scores': [0.0152087127789855]},{'scores': [0.005477149039506912]}
{'scores': [4.665246160584502e-05]},{'scores': [1.4863533579045907e-05]}
{'scores': [0.00013402799959294498]},{'scores': [3.4480979138606926e-06]}
{'scores': [4.822665869141929e-05]},{'scores': [2.5475576421740698e-06]}
{'scores': [0.09955994784832001]},{'scores': [0.07444888353347778]}
{'scores': [7.614806963829324e-05]},{'scores': [8.541016723029315e-05]}
{'scores': [2.9515402275137603e-05]},{'scores': [3.653354724519886e-05]}
{'scores': [0.0010136038763448596]},{'scores': [0.00012150248949183151]}
{'scores': [0.0063659558072686195]},{'scores': [0.007432378362864256]}
{'scores': [0.0447324737906456]},{'scores': [0.028635330498218536]}
{'scores': [0.04266796261072159]},{'scores': [0.3635493516921997]}
{'scores': [0.0008097775862552226]},{'scores': [1.1951173291890882e-05]}
{'scores': [0.001285523409023881]},{'scores': [0.026147129014134407]}
{'scores': [0.0018043932504951954]},{'scores': [0.0018452702788636088]}
{'scores': [0.0003928000805899501]},{'scores': [0.00018108697258867323]}
{'scores': [3.398162516532466e-05]},{'scores': [4.664400694309734e-05]}
{'scores': [0.2405441403388977]},{'scores': [0.006606843322515488]}
{'scores': [0.0204329714179039]},{'scores': [0.051405489444732666]}
{'scores': [0.010134012438356876]},{'scores': [0.1474069356918335]}
{'scores': [0.003362792544066906]},{'scores': [0.04359518736600876]}
{'scores': [0.010394620709121227]},{'scores': [0.011228672228753567]}
{'scores': [0.07745511084794998]},{'scores': [0.028557462617754936]}
{'scores': [0.005459992215037346]},{'scores': [0.0011630228254944086]}
{'scores': [0.04704528674483299]},{'scores': [0.0005392603343352675]}
{'scores': [2.6396542125439737e-06]},{'scores': [4.43017779616639e-06]}
{'scores': [0.06193363666534424]},{'scores': [0.0600520521402359]}
{'scores': [0.010424238629639149]},{'scores': [0.012178745120763779]}
{'scores': [0.008139786310493946]},{'scores': [6.448376370826736e-05]}
{'scores': [0.007660197094082832]},{'scores': [0.07718547433614731]}
{'scores': [0.002900628838688135]},{'scores': [0.000896700017619878]}
{'scores': [0.00021476155961863697]},{'scores': [3.0515846447087824e-05]}
{'scores': [0.0012458633864298463]},{'scores': [0.0001152479017036967]}
{'scores': [0.005365659948438406]},{'scores': [0.010593344457447529]}
{'scores': [0.051039762794971466]},{'scores': [0.038797542452812195]}
{'scores': [0.00021598997409455478]},{'scores': [0.001471849624067545]}
{'scores': [0.0016584638506174088]},{'scores': [0.0004207482561469078]}
{'scores': [0.004325160291045904]},{'scores': [0.0005300442571751773]}
{'scores': [0.0006014506216160953]},{'scores': [0.001610569073818624]}
{'scores': [0.011096456088125706]},{'scores': [0.02645750902593136]}
{'scores': [0.14791768789291382]},{'scores': [0.144547700881958]}
{'scores': [0.16783273220062256]},{'scores': [0.036117009818553925]}
{'scores': [0.04072437435388565]},{'scores': [0.008340348489582539]}
{'scores': [0.1911868155002594]},{'scores': [0.0972088873386383]}
{'scores': [0.002926040440797806]},{'scores': [0.009572637267410755]}
{'scores': [0.0006252111052162945]},{'scores': [2.588070674391929e-05]}
{'scores': [0.00838222075253725]},{'scores': [0.011005296371877193]}
{'scores': [0.11321233212947845]},{'scores': [0.15342772006988525]}
{'scores': [0.033299557864665985]},{'scores': [0.02171280048787594]}
{'scores': [0.0077552651055157185]},{'scores': [0.008695405907928944]}
{'scores': [0.0005873116897419095]},{'scores': [0.0010073564480990171]}
{'scores': [0.018542252480983734]},{'scores': [0.010223442688584328]}
{'scores': [0.21553829312324524]},{'scores': [0.20613142848014832]}
{'scores': [0.0038420874625444412]},{'scores': [0.005910172592848539]}
{'scores': [3.724164344021119e-05]},{'scores': [2.1593111796391895e-06]}
{'scores': [2.5081495550693944e-05]},{'scores': [0.00017386463878210634]}
{'scores': [0.004508457146584988]},{'scores': [0.0008907061419449747]}
{'scores': [0.002814623760059476]},{'scores': [0.001978988526389003]}
{'scores': [0.0038412846624851227]},{'scores': [0.008990959264338017]}
{'scores': [0.000518744345754385]},{'scores': [0.0001382771588396281]}
{'scores': [0.00549205020070076]},{'scores': [0.034543029963970184]}
{'scores': [0.000538297463208437]},{'scores': [1.868133381321968e-06]}
{'scores': [0.00876587349921465]},{'scores': [0.0008962101419456303]}
{'scores': [3.7123991205589846e-05]},{'scores': [1.3155995475244708e-05]}
{'scores': [0.029440946877002716]},{'scores': [0.015845101326704025]}
{'scores': [0.008647487498819828]},{'scores': [0.0012126987567171454]}
{'scores': [0.002269589575007558]},{'scores': [0.00015440696734003723]}
{'scores': [1.572979090269655e-05]},{'scores': [1.1701102266670205e-05]}
{'scores': [0.02091820351779461]},{'scores': [0.009574970230460167]}
{'scores': [0.015829985961318016]},{'scores': [0.0014547359896823764]}
{'scores': [7.492726581403986e-07]},{'scores': [1.766149580362253e-05]}
{'scores': [0.0025578010827302933]},{'scores': [0.007965314202010632]}
{'scores': [0.006643840577453375]},{'scores': [0.010108440183103085]}
{'scores': [0.0003248933353461325]},{'scores': [0.0013877816963940859]}
{'scores': [0.008451203815639019]},{'scores': [0.060634709894657135]}
{'scores': [0.00034021292231045663]},{'scores': [7.500084757339209e-05]}
{'scores': [0.002033701865002513]},{'scores': [0.0002725836238823831]}
{'scores': [0.030693400651216507]},{'scores': [0.03170883655548096]}
{'scores': [0.0007726384210400283]},{'scores': [0.0005930478218942881]}
{'scores': [0.0013534261379390955]},{'scores': [0.00020424285321496427]}
{'scores': [0.0002552163496147841]},{'scores': [0.00019400884048081934]}
{'scores': [0.054037243127822876]},{'scores': [0.10329139977693558]}
{'scores': [0.0004549174045678228]},{'scores': [0.00021582466433756053]}
